DISP|lean_name|module|stmt|proof|note
186II|par_c_coprod, par_c_initial|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise par-c-coprod (eff.tex:1536). Both halves are rendered: kappa1-hat, kappa2-hat form a coproduct in Par C, and 0 is initial in Par C. The proof builds the mediating map as the cotuple [f,g] of C, exactly as bsols.tex:1759 does. The "Beware" point 186III (cotupling agrees but f +_C g is not f +_{Par C} g) is not formalized and carries no DISP.
186IV|par_pullbacks_left, par_pullbacks_right|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition par-pullbacks (eff.tex:1562). Both squares are rendered. The proof is the thesis's: reduce to the two squares in C over X+(A+1) resp. A+(X+1), which are instances of 185I, transporting along the coproduct associator.
186VI|Par.zero, Par.one|Theses/B/Eff/Effectus.lean|ok|none|Definition zero-and-one-parc (eff.tex:1602): 0 = kappa2 after ! and 1 = kappa1 after ! = !-hat.
186VII|toteff_zero_initial, toteff_zero_terminal, toteff_zero_comp|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise toteff-zero (eff.tex:1609). All parts: 0 is initial, 0 is final, and the unique composite through 0 is the zero map of 186VI. Follows bsols.tex:1785 (uniqueness of X to 0+1 via the iso 0+1 = 1, then unfolding [i,kappa2] after f).
186VIII.1|pardp_1|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition pardp clause 1 (eff.tex:1614): 1 after-h f = 1 implies f = g-hat for a unique g. Proof is the thesis's left diagram: the kappa1 pullback square of 180I lifts f along kappa1.
186VIII.2|pardp_2, par_eq_zero_of_perp_one|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition pardp clause 2: 1 after-h f = 0 implies f = 0. Proof is the thesis's right diagram (the kappa2 instance of the pullback square). par_eq_zero_of_perp_one also cites 186VIII.2 and consumes pardp_2 in proving the zero-one axiom of 187VI.
186X|pproj_joint_monicity, parBound_unique|Theses/B/Eff/Effectus.lean|ok|faithful|Proposition pproj-joint-monicity (eff.tex:1667): pproj1, pproj2 are jointly monic in Par C. The proof reproduces the thesis's 3x3 diagram - three inner squares are pullbacks by 186IV, joint monicity of pproj1, pproj2 on 1+1 is the third effectus axiom, and 184II propagates it outward. parBound_unique is the "this bound is unique if it exists" remark of 187III, which cites this point. 2026-09-04 forward-ref pass: parBound_unique mentions ParBound, defined at 187III (1870.30). ALLOWED, and not really forward: the STATEMENT parBound_unique renders is the parenthetical at eff.tex:1725, "(By \sref{pproj-joint-monicity} this b is unique if it exists.)", whose printed justification is a BACKWARD citation to this very point; only the word bound is introduced later, and the Lean proof uses nothing but pproj_joint_monicity. The tag would sit more naturally on 187III. FWD-REF 2026-09-04 w3: parBound_unique (186X) names ParBound (187III DEFINITION); ALLOWED -- the statement (a bound is unique if it exists) is literally about that definition. No proof change.
187I|parEffectusPartialForm|Theses/B/Eff/Effectus.lean|ok|faithful|Theorem eff-total-to-partial (eff.tex:1713): Par C is an effectus in partial form. The instance takes [HasFiniteCoproducts (Par C)] in binder position, but parHasFiniteCoproducts is proved in the same file from 186II and cho_thm_1 supplies it, so no content is assumed away. Fields are exactly the 180VII axioms, discharged by 187III-187VII. 2026-09-04 forward-ref pass: the instance cites par_orth_unique and par_eq_zero_of_perp_one (187VI) and par_perp_of_one_perp (187VII). ALLOWED: 1870.30 to 1870.70 are sub-points of point 1870.20, which is the printed Proof of 187I itself. FWD-REF 2026-09-04 w3: parEffectusPartialForm (187I) cites par_eq_zero_of_perp_one / par_orth_unique (187VI) and par_perp_of_one_perp (187VII); ALLOWED -- all three are nested sub-points of 187I's own printed proof, assembled here as its axiom fields. No proof change.
187III|ParBound, ParPerp, parOvee, parPerp_comm, par_assoc_data, par_zero_bound, parHomPCM|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1719 (PCM-enrichment, I): the definition of perp via a bound b with pproj_i after-h b, of f ovee g = nabla after-h b, and the PCM axioms. All four obligations are rendered: commutativity (parPerp_comm via the swap), unit (par_zero_bound, kappa1 after f as the bound for f perp 0), and partial associativity (par_assoc_data), which follows the thesis exactly - lift to d over the right pullback square of 186IV, then exhibit (pproj2+id) after-h d and [id,kappa2] after-h d as the two required bounds.
187IV|par_comp_ovee, par_ovee_comp|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1801 (PCM-enrichment, II): composition on both sides preserves perp and ovee. Proof uses the thesis's bounds b after-h k and (h+h) after-h b.
187V|parFinPAC|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1817 (FinPAC): Par C is a finPAC. Compatible sum holds by the definition of perp (via the comparison iso to the chosen coproduct of Par C), and untying uses the thesis's bound (kappa1+kappa2) after-h b.
187VI|parOrthAux, parOrth, par_perp_orth, par_ovee_orth, par_orth_unique, par_eq_zero_of_perp_one|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1833 (Effect algebra of predicates): p^perp = [kappa2,kappa1] after p, p-hat is a bound for p perp p^perp with p ovee p^perp = 1, uniqueness of the orthosupplement, and the zero-one axiom. All four now follow the thesis step for step: par_perp_orth (Effectus.lean:2186) and par_ovee_orth (:2189) are the three printed computations of pproj1, pproj2 and nabla after p-hat; par_orth_unique (:2195) is the printed uniqueness argument, 1 after b = nabla after b = 1 so b = c-hat by 186VIII.1 pardp, then p = c and q = [kappa2,kappa1] after p; and par_eq_zero_of_perp_one (:2240) is now the printed pullback chase, see the status. parOrthAux (:2145) is the same definition one level down, q maps to q after [kappa2,kappa1], with parOrth p = parOrthAux (pval p) by rfl; it carries no clause of its own.|repaired 2026-09-04: the zero-one axiom is put back onto the printed step, and the reason recorded here for not doing so was WRONG. The old status said the square drawn at eff.tex:1866 - vertex 1, top edge the identity, left leg kappa1 after kappa1 into (1+1)+1, bottom edge [id,kappa2] - is no instantiation of EffectusTotalForm.isPullback_kappa. It is one, at X = 1 and Y = 1+1, once the coproduct is rebracketed: the associator (1+1)+1 iso 1+(1+1) carries kappa1 to kappa1 after kappa1 and ! + ! to [id,kappa2], because ! : 1 -> 1 is the identity. That is the new private isPullback_kappa_kappa (Effectus.lean:2219), 22 lines, built with IsPullback.of_iso exactly as the file's own isPullback_kappa_inr is. par_eq_zero_of_perp_one then reads the bound's equation 1 = pproj1 hafter b as b after [id,kappa2] = kappa1 after ! in C, lifts to get b = kappa1 after kappa1 after !, and computes p = pproj2 hafter b = kappa2 after ! = 0 - the thesis's own three lines. The old derivation through par_orth_unique and 186VIII.2 pardp_2 is gone; pardp_2 keeps its other consumer, EffectusPartialForm.eq_zero_of_one_zero. +46 lines against -26. Effectus.lean compiles at exit 0 with no warnings.
187VI|isPullback_kappa_kappa|Theses/B/Eff/Effectus.lean|ok|faithful|Private, new 2026-09-04: the instance of the right pullback square of the effectus axioms (eff.tex:773) that 187VI's zero-one argument draws at eff.tex:1866 - vertex 1, top edge the identity, left leg kappa1 after kappa1 into (1+1)+1, bottom edge [id,kappa2]. Obtained from EffectusTotalForm.isPullback_kappa at X = 1, Y = 1+1 by IsPullback.of_iso along the coproduct associator, which carries kappa1 to kappa1 after kappa1 and ! + ! to [id,kappa2] since ! : 1 -> 1 is the identity. Not a numbered point; the thesis draws the square and calls it an instance without saying which.|repaired 2026-09-04: faithful by construction 2026-09-04: it is exactly the square eff.tex:1866 draws, and it is the axiom instance the thesis says it is.
187VII|par_perp_of_one_perp|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1888 (Final axioms): 1 after-h f perp 1 after-h g implies f perp g. Proof is the thesis's two successive lifts along the right pullback square of 186IV (b to c to d). The other final axiom, f = 0 whenever 1 after-h f = 0, is 186VIII.2 and is reused for the eq_zero_of_one_zero field of 187I.
188III|parTotFunctor, parTotInv, par_tot_equiv, parTotFunctor_full, parTotFunctor_faithful, tot_desc_tp₁, parTotInvMap, parTotFunctor_map_inv, parTotInvMap_map, parTotFunctor_comp_inv, parTotInv_comp_functor|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1943 (Par (Tot D) = D). NOTE CORRECTED session 95: the row's `weaker` stmt and `mild` proof described a state of the file that no longer holds. par_tot_equiv now asserts, as its first conjunct, exactly the thesis's isomorphism of categories - two identity-on-objects functors parTotFunctor (P f = pproj1 after f) and parTotInv (P' f = pair(f, (1 after f)^perp)) with P ; P' = 1 and P' ; P = 1 ON THE NOSE (parTotFunctor_comp_inv, parTotInv_comp_functor) - and keeps Nonempty (Par (Tot D) equiv D) as a second conjunct. The proof therefore exhibits the thesis's inverse functor where it used to repackage Full + Faithful + EssSurj. Verified in situ: axiom-clean. 2026-08-27 unrowed pass: the seven declarations the session-95 repair added are now IN lean_name, not only in the note, so the phantom check reads them. Which carries what: tot_desc_tp₁ (2328) is the displayed align of eff.tex:1951, ▷₁ ∘ [g,κ₂] = (▷₁ ∘ g) ∘ ▷₁, i.e. functoriality of P; parTotInvMap (2381) is P₂ f = ⟨f, (1 ∘ f)ᵖ⟩ on morphisms, total because 1 ∘ ⟨f,(1∘f)ᵖ⟩ = (1∘f) ⋁ (1∘f)ᵖ = 1; parTotFunctor_map_inv (2393) and parTotInvMap_map (2406) are the thesis's two computations P P₂ f = f and P₂ P f = f; parTotInv (2432) bundles P₂ as a functor (eff.tex argues functoriality of P₂ nowhere -- it is obtained here from the two computations plus functoriality of P, which is a local addition, not a divergence); parTotFunctor_comp_inv (2444) and parTotInv_comp_functor (2452) are the two composites equal to the identity ON THE NOSE, which is what makes the source's "isomorphism" rather than an equivalence.|repaired - par_tot_equiv (Effectus.lean:2386) now asserts the isomorphism of categories: parTotFunctor together with the thesis's own inverse functor parTotInv, P' f = pair(f, (1 after f)^perp) (Effectus.lean:2341), object parts pinned, and parTotFunctor_comp_inv plus parTotInv_comp_functor giving P after P' = id and P' after P = id on the nose. The thesis's two computations are parTotFunctor_map_inv and parTotInvMap_map. The equivalence survives as the second conjunct. 2026-09-04 forward-ref pass: the lead naming map_comp at 192III.1 is a FALSE POSITIVE. The occurrences in parTotFunctor and parTotInv are the CategoryTheory.Functor.map_comp FIELD being defined and Mathlib's own Functor.map_comp being applied; MConvexComb.map_comp of StatesPredicates is not referenced, and could not be, since that module is later in the import order.
188IV|totParFunctor, totParInv, tot_par_equiv, totParInvMap, totParFunctor_comp_inv, totParInv_comp_functor|Theses/B/Eff/Effectus.lean|ok|faithful|eff.tex:1969 (Tot (Par C) = C). NOTE CORRECTED session 95, same shape as 188III: tot_par_equiv now asserts the thesis's isomorphism of categories as its first conjunct - totParFunctor (Q g = g-hat) and totParInv, both identity-on-objects, with both composites the identity functor on the nose (totParFunctor_comp_inv, totParInv_comp_functor). totParInv is built from 186VIII.1 (pardp_1) exactly where the thesis uses it: 'It is an isomorphism by the first part of pardp'. The `weaker`/`mild` verdicts were stale. 2026-08-27 unrowed pass: the four session-95 declarations moved from the note into lean_name. totParInvMap (2532) is Q₂ on morphisms -- the unique g with f = ĝ, taken straight from pardp_1, which is the whole of eff.tex:1975's argument; totParInv (2551) bundles it, its functoriality being the uniqueness half of pardp applied to the two identities the thesis recalls just before defining Q (1 ∘ ĝ = 1 and ĝ ⊙ ĥ = (g ∘ h)^); totParFunctor_comp_inv (2562) and totParInv_comp_functor (2570) are the two composites equal to the identity on the nose. Verdict unchanged.|repaired - tot_par_equiv (Effectus.lean:2495) exhibits totParFunctor and its inverse totParInv (Effectus.lean:2457), built out of pardp_1, i.e. 186VIII.1, exactly where the thesis uses it, both identity on objects, with both composites equal to the identity functors on the nose; the equivalence is the second conjunct. 2026-09-04 forward-ref pass: same false positive as 188III - totParFunctor and totParInv mention map_comp only as the Functor field name, not the 192III.1 declaration.
189I.1|distinction_part_tot_eff_1|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise distinction-part-tot-eff clause 1 (eff.tex:1986): the initial object of an effectus in total form is strict, i.e. any map into 0 is an isomorphism. The proof takes the thesis's hint - the right pullback square of 185I at X = Y = 0 - transported along the canonical 0 + A = A (bsols.tex:1802).
189I.2|distinction_part_tot_eff_2|Theses/B/Eff/Effectus.lean|ok|faithful|Exercise distinction-part-tot-eff clause 2: if C is both an effectus in total and in partial form, every object is isomorphic to 0. Stated with all six binders (total-form and partial-form structure both present) and concluding Nonempty (X iso 0), which is the exercise's own phrasing (bsols additionally observes any two objects are then isomorphic). Proof is bsols': 0 is final in partial form, and clause 1 makes that map an iso.
189aII.3|extensive_effectus, ext_effectusTotalForm, ext_isPullback_plus, ext_isPullback_kappa, ext_jointlyMonic, extensive_effectus_set, extensive_effectus_commRing, extensive_effectus_compHaus|Theses/B/Eff/Effectus.lean|ok|none|Examples effexamplesintro clause 3 (eff.tex:2043). The headline claim - every (finitary) extensive category with a final object is an effectus in total form - is rendered by extensive_effectus (Effectus.lean:3048), with all three axioms of 180I discharged from the van Kampen property by the three private lemmas ext_isPullback_plus (the left square), ext_isPullback_kappa (the kappa_1 square) and ext_jointlyMonic (joint monicity of the two cotuples). All three of the point's sub-items are now rendered too: (a) Set as extensive_effectus_set, (b) CRng^op as extensive_effectus_commRing, (c) CH as extensive_effectus_compHaus. The Examples point cites [effintro] and gives no proof, so there is nothing to match. The neighbouring examples 189aII.1 (OUS^op), 189aII.2 (OUG^op) and 189aIII (EJA^op) are separate points and remain unformalized, carrying no DISP.|repaired 2026-09-03: clause (b) CRng^op is now rendered, and the old costing of it was wrong. extensive_effectus_commRing (Effectus.lean:3071) gets FinitaryExtensive CommRingCat^op from Mathlib's finitaryExtensive_of_preserves_and_reflects_isomorphism applied to Spec : CRng^op -> Scheme, and every hypothesis is already an instance: Spec preserves pullbacks (right adjoint of Gamma), Spec preserves binary coproducts (AlgebraicGeometry/Limits.lean:589, Spec of R x S is the coproduct), Spec is fully faithful hence reflects isomorphisms, and CRng^op has finite coproducts and pullbacks since CRng has finite products and pushouts. Fourteen new lines plus one import (Mathlib.AlgebraicGeometry.Limits); compile exit 0, no new warnings. The previous field costed the same route at 150-350 lines because it looked for AffineScheme.forgetToScheme to be shown to preserve coproducts and pullbacks by hand; Mathlib already has both facts about Spec itself, so no equivalence with AffineScheme is needed at all.
197II|IsQuotient, HasQuotients|Theses/B/Eff/Quotients.lean|ok|none|Definition dfn-quotient (eff.tex:3653). IsQuotient p xi = (1 after xi <= p^perp) and (for every f : X to Y with 1 after f <= p^perp there is a unique f' with f' after xi = f); HasQuotients asserts a quotient exists for every predicate. Both the side condition and the universal property match, including the direction of the inequality. NOTE ON LABELS: the VNExamples auditor found five DISP labels in that file one point off; the labels in Quotients.lean were re-checked against the parsec/point numbering and all 48 are correct - 197II really is dfn-quotient, 199II really is dfn-comprehension, 202I.1 really is the images Definition, 203I.1 the sharpness Definition and 203IV floor-basics. The drift was confined to VNExamples.
197III|quotObj, quotMap, isQuotient_quotMap|Theses/B/Eff/Quotients.lean|ok|none|Notation quot-not (eff.tex:3678): xi_p denotes some quotient for p, X/p its codomain. Rendered by choice from HasQuotients.
197V.1|quotient_basics_1|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 1: postcomposing a quotient for p with an isomorphism gives a quotient for p. Follows bsols.tex:2607.
197V.2|quotient_basics_2|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 2: two quotients for p differ by a unique isomorphism. Lean's uniqueness clause quantifies over all maps theta' with xi2 after theta' = xi1, not only over isomorphisms, which is the (true) stronger reading and is what bsols proves.
197V.3|quotient_basics_3|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 3: isomorphisms are quotients for 0. REPAIRED session 95: now runs bsols.tex's own two steps - id is a quotient for 0 (1 after f <= 1 = 0^perp, and f is the unique map with f' after id = f), then clause 1 (quotient_basics_1) transports that along the isomorphism. The previous proof built the mediating map from inv f directly for an arbitrary isomorphism, which skipped the printed appeal to clause 1.
197V.4|quotient_basics_4|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 4: maps into 0 are quotients for 1. The current eff.tex already carries the correction that berr.tex records under `quotient-basics` ("not every zero map is a quotient; only those into 0"), and our statement is the corrected one.
197V.5|quotient_basics_5|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 5: 1 after xi = p^perp for a quotient xi for p. Proof takes the thesis's hint (apply the universal property to p^perp) and needs 1 = id_I, which is 181XIII; the file re-proves that inline rather than importing it, as its comment says.
197V.6|quotient_basics_6|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quotient-basics clause 6: quotients are epic. Follows bsols.
197VII|quotient_total|Theses/B/Eff/Quotients.lean|ok|faithful|Proposition quotient-total (eff.tex:3738): for a quotient xi for p^perp and any f with 1 after f = p, there is a unique TOTAL g with f = g after xi. Stated as exists-unique g with IsTotal g and xi >> g = f, which is the point's claim. Proof is the thesis's: get g from the universal property, then 1 after g after xi = 1 after xi and xi epi (197V.6).
197IX|quotients_composition|Theses/B/Eff/Quotients.lean|ok|faithful|Proposition quotients-composition (eff.tex:3755). The headline sentence "quotients are closed under composition" is rendered in the concrete form the proof establishes: if xi1 is a quotient for p^perp and xi2 for q^perp then xi2 after xi1 is a quotient for (q after xi1)^perp. [HasQuotients C] is assumed, as the thesis assumes. Proof is the thesis's h1/h2/g construction with g and h2 mutually inverse.
197XI|quot_fact_system|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise quot-fact-system (eff.tex:3797): (quotient, total) is an orthogonal factorization system. Both conclusions of the exercise are rendered - the unique isomorphism theta with xi' = theta after xi AND t = t' after theta - plus the uniqueness clause. Proof is bsols.tex:2675 (1 after xi = 1 after xi', then 197V.2, then epicity).
198II|PredSquare, predSquareForget, predSquareZero, predSquareOne, predSquare_zero_adj, predSquare_one_adj|Theses/B/Eff/Quotients.lean|ok|none|Definition dfn-eff-grothendieck (eff.tex:3821). Every part of the point is rendered: the objects (X,p), the hom condition p <= (q^perp after f)^perp, the forgetful U, the functors 0 and 1 with 0X = (X,0), 1X = (X,1), 0f = 1f = f, and both adjunctions 0 adjoint-to U adjoint-to 1. The chain-of-four remark 198IV is not formalized and carries no DISP (its constituents are 198II, 198III, 199VI).|2026-08-27 stmt-class pass: PHANTOM NAME REMOVED. `PredSquare.category` did not exist: the category structure on PredSquare C is the ANONYMOUS `instance : Category.{v} (PredSquare C)` at Quotients.lean:359, which has no name to cite. The point hom condition and identity and composition are therefore rendered, but by an unnamed instance; the row now names only the six declarations that exist, and the class is unchanged. This phantom had been invisible because scripts/audit_check.py's phantom check skipped any lean_name containing a space, which exempted every multi-name row -- 46 of them. The check was extended in the same pass to read every comma-separated name.
198III|exc_quot_adjoint|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise* exc-quot-adjoint (eff.tex:3845): C has quotients iff 0 : C to int Pred has a left adjoint Q. Stated as an iff, both directions proved along bsols.tex:2688 - the unit component at (X,p) is xi_p, and conversely the unit component of Q adjoint-to 0 is a quotient.
199II|IsComprehension, HasComprehension|Theses/B/Eff/Quotients.lean|ok|none|Definition dfn-comprehension (eff.tex:3895): pi is a comprehension for p when p after pi = 1 after pi and every g with p after g = 1 after g factors uniquely through pi. Crucially, the Beware of 199III (comprehensions are NOT assumed total, in contrast to effintro) is respected - IsComprehension carries no totality clause, and totality is proved separately as 202VIII.
199IV|comprObj, comprMap, isComprehension_comprMap|Theses/B/Eff/Quotients.lean|ok|none|Notation compr-not (eff.tex:3928): pi_p denotes some comprehension for p.
199VI|compr_grothendieck|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise* compr-grothendieck (eff.tex:3960): C has comprehension iff 1 : C to int Pred has a right adjoint K. Both directions, following bsols.tex:2724 (counit component pi_p; conversely the counit of 1 adjoint-to K is a comprehension).
199VII.1|compr_basics_1|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 1: precomposing a comprehension for p with an isomorphism gives a comprehension for p. Follows bsols.tex:2768.
199VII.2|compr_basics_2|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 2: two comprehensions for p differ by a unique isomorphism. As in 197V.2 the uniqueness clause is over all maps, which is the stronger true reading and what bsols proves.
199VII.3|compr_basics_3|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 3: isomorphisms are comprehensions for 1. REPAIRED session 95, dual to 197V.3: id is a comprehension for 1, then clause 1 (compr_basics_1) transports it along the isomorphism, exactly as bsols does. The previous proof used inv f directly.
199VII.4|compr_basics_4|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 4. The PRINTED text says "Zero maps are comprehensions (for 0)", which is false as it stands - a zero map Z to X with Z not initial fails uniqueness in the universal property. berr.tex corrects it: "not every zero map is a comprehension; only those from 0". Our statement is the corrected one, IsComprehension (0 : Pred X) (0 : bot to X), and the proof follows bsols. Note that eff.tex has already absorbed the parallel correction for 197V.4 ("maps into 0") but not this one, so the printed 199VII.4 is still wrong and the erratum still applies.
199VII.5|compr_basics_5|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 5: comprehensions are monic. Follows bsols.
199VII.6|compr_basics_6|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-basics clause 6: p^perp after pi = 0 for a comprehension pi for p. The cancellation step of bsols is packaged in the helper comp_orth_eq_zero_iff at the top of the file.
200II|IsKernel, IsCokernel|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:3990): a kernel is an equalizer of f with the parallel zero map, and a cokernel is a kernel in C^op. Both are rendered with the zero maps of the PCM-enrichment, which in an effectus in partial form are the zero-object maps, so this agrees with the categorical notion the thesis intends.
200III|effectus_kernels, HasAllKernels, effectus_has_all_kernels, isKernel_comprMap|Theses/B/Eff/Quotients.lean|ok|faithful|Proposition effectus-kernels (eff.tex:4005). The point has two sentences and only the second is stated. Lean says: if pi is a comprehension for (1 after f)^perp then pi is a kernel of f. The headline claim "an effectus with comprehension has ALL kernels" - i.e. the existence statement under [HasComprehension C] - is not rendered anywhere in the file; there is no HasKernels class. It is a one-line consequence of what is proved, but it is not proved. The proof of what is stated follows the thesis exactly. 2026-08-27 unrowed pass: the three declarations named in the status field are moved into lean_name. HasAllKernels (773) is the headline predicate (every map has a kernel, in the sense of 200II: k ≫ f = 0 and a unique factorisation through k); effectus_has_all_kernels (786) is the Proposition's first sentence under [HasComprehension C]; isKernel_comprMap (794) is its explicit form. NOTE that the FIRST paragraph of this note ("only the second sentence is stated", "there is no HasKernels class") describes the pre-repair file and is kept only as the record of what was found; it is false of the tree as it stands.|repaired - the headline sentence is now stated: class HasAllKernels (Quotients.lean:772) and instance effectus_has_all_kernels [HasComprehension C] (785), which is the thesis's proof - the chosen comprehension for (1 after f)^perp fed to effectus_kernels. isKernel_comprMap (795) states it in the explicit form the Proposition uses.  2026-08-26 B/Eff stmt pass: RECLASSIFIED weaker -> ok. VERIFIED: the Proposition's first sentence is now stated -- class HasAllKernels (Quotients.lean:773) and instance effectus_has_all_kernels [HasComprehension C] (786), whose proof is the thesis's own ('the kernel of f is given by a comprehension pi_{(1 after f)^perp}'). isKernel_comprMap (794) gives the explicit form. The second sentence is effectus_kernels as before.
200V|compr_is_kernel|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise compr-is-kernel (eff.tex:4020): f is a comprehension for p iff f is a kernel of p^perp. Stated as an iff, both directions as in bsols.tex:2832.
201II|IsPure|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:4031): f is pure if f = pi after xi for some comprehension pi and quotient xi. The existentials bind the intermediate object, both maps and both predicates, which is the intended reading. The purity discussion 201III-201V is not formalized and carries no DISP.
202I.1|IsImage, HasImages, imPred, isImage_imPred|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:4080) clause 1: im f is the LEAST predicate on Y with (im f) after f = 1 after f, and C has images when every map has one. Both the defining equation and the minimality are stated. The clause's closing Note - that im^perp f is the GREATEST predicate with (im^perp f) after f = 0 - is not rendered as a statement anywhere (it is an immediate dualization and is used implicitly inside 203IV.5 and 205IV).
202I.2|FaithfulMap, faithfulMap_iff|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:4097) clause 2: f is faithful if im f = 1, equivalently p after f = 0 implies p = 0. Both the definition and the "that is" reformulation are rendered, the latter proved (the thesis asserts the equivalence inside a Definition without proof, so there is nothing to match).
202II|imPred|Theses/B/Eff/Quotients.lean|ok|none|Notation (eff.tex:4105): "im f after g is read as im (f after g)". This is a parsing convention about the printed notation, so nothing is left to formalize beyond the operator itself; the doc comment attaches the label to imPred, which is really the operator of 202I.1. Harmless label reuse, noted for the record.
202V|im_ineq|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise im-ineq (eff.tex:4130). Both halves are rendered - im (f after g) <= im f, and the "conclude" tail im (f after alpha) = im f for any iso alpha - as the two conjuncts of one theorem. Proof is bsols.tex:2855.
202VI|exc_quot_faithful|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise exc-quot-faithful (eff.tex:4135): any quotient is faithful. Proof is bsols' (epicity of quotients).
202VIII|compr_total|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma compr-total (eff.tex:4145): in an effectus with quotients, comprehensions are total. [HasQuotients C] is assumed, as the thesis assumes. Proof follows the thesis: quotient xi for (1 after pi)^perp, total pi_t with pi = pi_t after xi, 1 after pi_t = p after pi_t by epicity, f with pi_t = pi after f, id = f after xi by monicity of pi, and finally 1 <= 1 after xi = 1 after pi.
203I.1|IsSharp, SPred|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:4168) clause 1: p is (image) sharp if p = im f for some map f; SPred X is the set of sharp predicates on X. Matches. The Beware 203II (effintro's weaker p meet p^perp = 0 notion) and the Example 203III (sharp = projections in vN^op) are not statements of this point.
203I.2|floorPred, ceilPred|Theses/B/Eff/Quotients.lean|ok|none|Definition (eff.tex:4177) clause 2: floor p = im pi_p and ceil p = (floor (p^perp))^perp. The parenthetical justification (comprehensions for the same predicate have the same image, by 202V) is discharged by using the chosen comprMap p.
203IV.1|floor_basics_1|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 1: floor p <= p. Proof is Ad 1 of the thesis.
203IV.2|floor_basics_2|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 2: pi_p = pi_{floor p} after alpha for some iso alpha. Proof is Ad 2: show pi_p is also a comprehension for floor p, then apply 199VII.2.
203IV.3|floor_basics_3|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 3: floor (floor p) = floor p. Proof is Ad 3 (previous clause plus 202V).
203IV.4|floor_basics_4|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 4: p <= q implies floor p <= floor q. Proof is Ad 4.
203IV.5|floor_basics_5|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 5: (ceil p) after f <= ceil (p after f). Proof reproduces Ad 5, including the factorization of f after pi_{(p after f)^perp} through pi_{p^perp} and the appeal to clause 2.
203IV.6|floor_basics_6|Theses/B/Eff/Quotients.lean|ok|faithful|Lemma floor-basics clause 6: (ceil p) after f = 0 iff p after f = 0. Proof is Ad 6, with the supporting facts floor 1 = 1 and ceil 0 = 0 (via id being a comprehension for 1) proved as helpers.
203XII|img_of_compr|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise img-of-compr (eff.tex:4284). Both halves rendered as the two conjuncts of one theorem: p is sharp iff floor p = p, and the "conclude" tail im pi_s = s for sharp s. Proof is bsols.tex:2869.
203XIII|ceiling_within_ceiling|Theses/B/Eff/Quotients.lean|ok|faithful|Exercise ceiling-within-ceiling (eff.tex:4289): ceil((ceil p) after f) = ceil(p after f). Proof is bsols' antisymmetry argument from monotonicity, idempotence and 203IV.5.
