DISP|lean_name|module|stmt|proof|note|status
OAP 43|oap43_2|Papers/OAP/FloorCeiling.lean|ok|route|Point 2 (infima), left to the reader in the print: a lower bound l of Sb satisfies l + m p^perp <= s c for all s, so <= m c = m b + m p^perp; cancel. Left case via EMOp M.|row added 2026-09-26 (OAP §5, FloorCeiling.lean compiled exit 0, no sorry)
OAP 44|IsBooleanElem|Papers/OAP/Boolean.lean|ok|none|Definition point: a is Boolean when every b <= a is idempotent.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 44|IsBooleanEM|Papers/OAP/Boolean.lean|ok|none|Definition point: M is Boolean when 1 is Boolean; isBooleanEM_iff: iff every element is idempotent.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 45|idemBooleanAlgebra|Papers/OAP/Boolean.lean|ok|faithful|P(M) (Basic's idempotents M) is a Boolean algebra: order of M, meet p q (isGLB_idem: the inf in M, via OAP 19/20 as printed), join (p^perp q^perp)^perp (isLUB_idem: complement is an anti-iso), complement orth, bounds 0, 1. Distributivity (idem_distrib) is the print's "straightforward exercise": both sides equal pq + p q^perp r, using p v q = p + p^perp q (orth_orth_mul_orth, "by uniqueness of complements"). Scoped instance.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 45|oap45_inf|Papers/OAP/Boolean.lean|ok|faithful|p meet q = p q, the infimum taken in M (first sentence of the proof). Companions oap45_sup, oap45_compl, idem_le_iff.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 45|oap45_iff|Papers/OAP/Boolean.lean|ok|none|Second sentence, "an effect monoid is Boolean iff it is a Boolean algebra", read as: iff it is isomorphic (EMIsIso, OAP 8) to a Boolean algebra with its effect monoid structure (tree booleanEffectMonoid, OAP 6: perp iff meet 0, sum = join, product = meet). Forward: M = P(M) (booleanIso, oap45_isIso; needs p perp q iff pq = 0 and p + q = p v q for idempotents, perp_idem_iff, oplus_idem_eq). Converse: g(f x) = x and f x meet f x = f x. The print says "Thus" and gives no further argument.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 46|oap46|Papers/OAP/Boolean.lean|ok|route|Every countable A in P(M) has a supremum in P(M), which is also its supremum in M (empty A: 0). Proof as printed (enumerate, q_{n+1} = q_n v p_{n+1}, sup of the increasing q_n) plus one step the print omits: the supremum q in M of the q_n is idempotent (idem_of_isLUB: each q_n <= floor q by OAP 35, so q = floor q). See ERRATA. oap46_omegaComplete restates it as OmegaComplete of P(M) with the tree's booleanEffectAlgebra (the form of OAP 15).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 47|oap47|Papers/OAP/Boolean.lean|ok|faithful|An omega-complete Boolean EM M: M iso P(M) as effect monoids (OAP 45), and P(M) is an omega-complete Boolean algebra (countable suprema, and OmegaComplete in the OAP 15 form) (OAP 46). As printed: M = P(M).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 48|IsHalvable|Papers/OAP/Boolean.lean|ok|none|Definition point: a is halvable when a = b + b for some b (b perp b).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 48|HalvableEA|Papers/OAP/Boolean.lean|ok|none|Definition point: E is halvable when 1 is halvable.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 49|ConvexAction|Papers/OAP/Boolean.lean|ok|none|Definition point: an action I x E -> E of the real unit interval with the four printed axioms; the second axiom is stated for every nu in I with nu = lambda + mu, which is the print's "if lambda + mu <= 1" (nu exists iff lambda + mu <= 1). IsConvex E := Nonempty (ConvexAction E).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 49|oap49_iff|Papers/OAP/Boolean.lean|ok|none|Convex iff an effect module over the effect monoid [0,1] in the tree's sense (thesis B 179II over 178III.1): ConvexAction.toEffectModule, ConvexAction.ofEffectModule. Not claimed by the print; bridges to the tree for §8 (Gudder-Pulmannova). The block commented out of the print after the definition (first.tex:1691-1866) is not a point.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 50|oap50|Papers/OAP/Boolean.lean|ok|mild|A halvable omega-complete EM is convex. Proof as printed: a + a = 1, dyadic q = m/2^n -> m a^n (dyEl; independent of m, n: dyEl_shift; additive and multiplicative on dyadics: dyEl_pair, dyEl_mul), lambda-bar the supremum of dyadic elements below lambda (dyCl), consistency at dyadic q via q - 2^{-(n+k)} and inf a^{n+k} = 0 (OAP 26.3) (dyCl_dyEl), action (lambda, s) -> lambda-bar s, axioms from addition (OAP 24.1, isLUB_image2_oplus) and multiplication (OAP 43, isLUB_image2_mul) preserving suprema. One change of presentation: lambda-bar is the sup over the countable chain of ALL dyadics below lambda (exists by OAP 13), not over a chosen strictly increasing sequence, so the print's independence-of-sequence step becomes a cofinality argument (isLUB_of_cofinal) with explicit dyadic approximations (dyadic_approx). The consistency step uses an Archimedean principle proved via the meet of OAP 37 (le_of_osub_le) where the print cites OAP 24 and OAP 26.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §6, Boolean.lean compiled exit 0, no sorry)
OAP 58|oap58_orderUnit|Papers/OAP/OUS.lean|ok|none|Definition. An OUS is the tree's OrderUnitSpace (thesis B 189aII.1: mixin over a PartialOrder; translation-invariant order, cone closed under non-negative scalars, unit axiom v <= n1 only). The print's two-sided bound -n1 <= v <= n1 is derived (apply the axiom to -v).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 58|oap58_ofPaper|Papers/OAP/OUS.lean|ok|none|Converse: the print's data (ordered vector space with a two-sided order unit) builds an OrderUnitSpace.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 58|oap58_archimedean_iff|Papers/OAP/OUS.lean|ok|route|Archimedean: the tree's OUSArchimedean (v <= eps 1 for all eps > 0 implies v <= 0) is equivalent to the print's (v <= (1/n)1 for all n >= 1 implies v <= 0; n = 0 excluded, 1/0 is meaningless in the print). No proof printed.|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 59|ousEA|Papers/OAP/OUS.lean|ok|none|[0,1]_V is the tree's orderIntervalEffectAlgebra V 1 (thesis B 175II.2); its effect-algebra order is V's order (OAP 3, oap3_le_iff).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 59|ousEMod|Papers/OAP/OUS.lean|ok|none|Convex structure: the tree's orderIntervalEffectModule (179III.2); PosSMulMono/SMulPosMono derived from the OUS axioms (ous_posSMulMono, ous_smulPosMono).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 59|oap59_ops|Papers/OAP/OUS.lean|ok|none|The printed operations: a perp b iff a+b <= 1, a ovee b = a+b, a^perp = 1-a, scalar action = restriction of V's. By definition (rfl).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 59|OUSOmegaComplete|Papers/OAP/OUS.lean|ok|none|V omega-complete / directed complete (OUSDirectedComplete) := [0,1]_V is, in the sense of OAP 13. Working forms ousOmega_iff / ousDirected_iff: suprema relative to [0,1]_V (IsLUBIn).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 60|OUSBoundedDirectedComplete|Papers/OAP/OUS.lean|ok|none|Bounded directed complete: non-empty directed bounded-above subsets of V have a supremum; OUSBoundedOmegaComplete: increasing bounded-above sequences (the print's omega-completeness is by sequences, OAP 13).|row added 2026-09-26, defined — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 60|oap60_directed|Papers/OAP/OUS.lean|ok|mild|Proof as printed (pick a in S, S' = {v in S; a <= v}, move S' into [0,1]_V by an affine order isomorphism) with two repairs, see ERRATA: the printed set {(1/n)(s-a)} lies in [0,2]_V, not [0,1]_V (we use v -> (2N)^-1 (v + N1), affIso); and the supremum found is a priori only relative to the interval - it is a supremum in V by comparing it with the relative supremum for a larger interval containing a given upper bound (exists_isLUB_of_symIcc).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 60|oap60_omega|Papers/OAP/OUS.lean|ok|mild|The omega clause ("similarly"): same argument for increasing sequences (lower bound f 0).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 61|oap61|Papers/OAP/OUS.lean|ok|faithful|As printed: the infimum of (1/n)1 exists (the supremum of -(1/(n+1))1, bounded omega-completeness) and bounds v. The print's "= (inf 1/n) 1 = 0" is justified: the infimum is >= 0 and twice it is again a lower bound, so it is <= 0.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 62|oap62|Papers/OAP/OUS.lean|ok|tree|Discharged by thesis B 179III.2 (effectModule_unitInterval_representation), using its explicit construction GP.Vec, GP.gmap, GP.gunit (made an OrderUnitSpace here, gpOrderUnitSpace). The tree's theorem gives a bijection preserving sums and scalars; "isomorphic as convex effect algebras" also needs reflection of perp and of the order, proved here by halving (half_cancel, gmap_le_gmap_iff, gmap_perp_iff). The print cites Gudder-Pulmannova.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 63|oap63|Papers/OAP/OUS.lean|ok|mild|As printed: rational scalars k/n by additivity, then approximation from below (q = floor(n lambda)/n), with the print's norm estimate done in order form in the Gudder-Pulmannova space V (Archimedean by OAP 60, 61; gp_archimedean): F(lambda b) - lambda F(b) = F(rb) - r F(b) lies in [-r1, r1] (additive_smul, one lemma for both sides). The print's bound norm(a.b) <= norm(a) norm(b), justified by a <= norm(a) 1, would itself use bilinearity at the real norm(a); it is not needed (a.(rb) <= rb suffices).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 65|(none: remark, cited)|Papers/OAP/OUS.lean|ok|none|Yosida duality (compact Hausdorff spaces vs lattice-ordered norm-complete Archimedean OUSs), cited from B. Westerbaan's Yosida duality; not formalised.|row added 2026-09-26, no formal content — row added 2026-09-26 (OAP §8)
OAP 66|oap66|Papers/OAP/OUS.lean|stronger|mild|Statement: the print says "basically disconnected Hausdorff X" without "compact" (the section intro and the proof have compact); stated with CompactSpace X (stronger), plus: the isomorphism respects the convex structure. Waits on OAP 37 (M is a lattice, FloorCeiling.lean): taken as the hypothesis oap37 (binary suprema in M); dischargeable by FloorCeiling's isLUB_emSup. Proof as printed: M = [0,1]_V (OAP 62), V a lattice (gp_sup, vecLattice - the lattice's order is definitionally GP's), bounded omega-complete (OAP 60), Archimedean (OAP 61), norm-complete (wright_normComplete; the print cites Wright), Yosida (OAP 64), pointwise product (IsUnitRep.mul_apply). Deviations: the two inequalities f*(g v h) <= (f*g) v (f*h), f*(g ^ h) >= (f*g) ^ (f*h) are reversed in the print (ERRATA); the print's "Note C(Phi) bounded omega-complete iff Phi basically disconnected (dc iff ED)" is cited - only the needed direction is proved (Urysohn).|row added 2026-09-26, proved (waits on OAP 37: hypothesis oap37) — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 66|wright_normComplete|Papers/OAP/OUS.lean|ok|none|Wright [Lemma 1.2], cited in the print's proof: a bounded omega-complete OUS is complete in the order-unit norm (OUSNormComplete). Ours: subsequence with abs(u_j - u_k) <= 2^-k, the increasing u_k - 2.2^-k.1 has a supremum, which is the limit.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 66|gp_sup|Papers/OAP/OUS.lean|ok|route|The print's "V is a lattice as well as any supremum reduces to one in the interval [0,1]_V": binary suprema of M give binary suprema of GP.Vec M (via affIso and exists_isLUB_of_symIcc); vecLattice builds the Lattice with the given order.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 66|basicallyDisconnected_of_relSup|Papers/OAP/OUS.lean|ok|none|The needed direction of the print's "Note" (cited): relative suprema of increasing sequences in [0,1]_{C(X)} make compact Hausdorff X basically disconnected (h_n = min(n abs(f),1)); extremallyDisconnected_of_relSup for directed sets. Core isOpen_closure_of_relSup: the supremum is 1 on cl U and 0 off it (Urysohn), so cl U = {g > 1/2}.|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 66|IsUnitRep.mul_apply|Papers/OAP/OUS.lean|ok|mild|The print's last step (after Riesz, Lemma 5.26): at a point x with alpha = g(x), f*(alpha 1) = alpha f by OAP 63, and abs((f*g)(x) - (f*h)(x)) <= abs(g(x) - h(x)) (IsUnitRep.dist_mul), done pointwise instead of through d(a,b) = a v b - a ^ b and the functional phi; the inequalities used are the monotonicity ones (reversed in the print, see ERRATA).|row added 2026-09-26, proved — row added 2026-09-26 (OAP §8, OUS.lean compiled exit 0, no sorry)
OAP 67|(none: remark, cited)|Papers/OAP/OUS.lean|ok|none|Remark: alternative proof via Kadison's representation theorem (cited, with the extension of the product to V cited from Bas Westerbaan's master thesis); not formalised.|row added 2026-09-26, no formal content — row added 2026-09-26 (OAP §8)
OAP 51|oap51|Papers/OAP/Embedding.lean|ok|faithful|The ceiling of a halvable element of an omega-complete EM is halvable. Proof as printed: for a = b + b, ceil a = sum_n (b + b)(a^perp)^n = (sum_n b(a^perp)^n) + (sum_n b(a^perp)^n), via termwise sums of sequences (HasSeqSum.oplus, FloorCeiling) and uniqueness of sums.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 52|oap52|Papers/OAP/Embedding.lean|ok|mild|Every omega-complete EM has a maximal collection E of non-zero orthogonal idempotents (Maximal IsOrthIdemFamily E; orthogonal = e f = f e = 0 as in OAP 5) each of which is halvable or Boolean. Proof as printed: Zorn twice (exists_maximal_family), H maximal halvable, E maximal extending H; for a <= e in E minus H the idempotent ceil(2 a^perp a) <= e is halvable (OAP 51) and orthogonal to H, so 0 (eq_zero_of_maximal_family), whence a^perp a = 0 and a is idempotent (OAP 17, 18). One step by a different lemma: 2(a^perp a) <= e is OAP 23 where the print computes 2(a^perp a) e = 2(a^perp a). The remark after the proof (only 0 is both Boolean and halvable) is eq_zero_of_halvable_boolean.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 53|oap53|Papers/OAP/Embedding.lean|ok|faithful|For a maximal orthogonal collection E of non-zero idempotents of an omega-complete EM, a -> (a e)_e is an EM embedding into the direct sum of the Me. The infinite direct sum is the product with pointwise operations (piEffectMonoid, new here: the tree and Basic have only the binary product); Me is the left corner eM (OAP 12). Proof as printed: morphism by centrality of idempotents (OAP 20, mul_mul_idem); sup E = 1 because for an upper bound u the idempotent floor(u)^perp = ceil(u^perp) is orthogonal to E (isLUB_one_of_maximal); order reflection from a = a (sup E) = sup a e (OAP 43, le_of_mul_le_of_maximal). The case E empty (then 1 = 0) is handled separately, the print does not mention it.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 54|oap54|Papers/OAP/Embedding.lean|ok|faithful|An omega-complete EM embeds into M1 + M2 with M1, M2 omega-complete, M1 convex, M2 an omega-complete Boolean algebra. "Omega-complete Boolean algebra" is stated in the form of OAP 47 (M2 Boolean, M2 iso P(M2) as EMs, countable subsets of P(M2) have suprema). Proof as printed: E = H u B from OAP 52, M1 = product of the corners pM (p in H), M2 = product of the corners qM (q in B); M1 halvable (corner_halvable, pi_halvable) hence convex (OAP 50), M2 Boolean (corner_isBooleanEM, pi_isBooleanEM) hence OAP 47; omega-completeness of corners and products (corner_omegaComplete, pi_omegaComplete) is left implicit in the print; the embedding pairs the two corner maps and reflects the order by the argument of OAP 53.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 55|oap55|Papers/OAP/Embedding.lean|ok|none|The example checked (the plan flagged the print's "straightforward to check" as unverified): for uncountable X1, X2 the set M = S0 u S1 is an omega-complete EM (oap55_omegaComplete), has no maximal halvable idempotent (oap55_no_maximal), and is not isomorphic to M1 + M2 for halvable M1 and Boolean M2 (oap55_not_iso; with M1 convex, oap55_not_oap54_iso, so OAP 54 cannot be strengthened to an isomorphism). All three claims are true. A pair (f1, f2) is encoded as one function on the disjoint union X1 + X2 (so S0 is: f != 0 at countably many points); M is a sub-EM (IsSubEM, subEffectMonoid, new here) of [0,1] of the ordered ring of real functions on X1 + X2 (OAP 7) because two elements of S1 are never summable; its order is pointwise (le_iff), suprema of increasing sequences are pointwise suprema. No proof printed; ours: a halvable idempotent vanishes on X2 so lies in S0, and one more point of X1 gives a larger one; in M1 + M2 the idempotent (1,0) is above every halvable element (prod_halvable_idem).|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 56|oap56|Papers/OAP/Embedding.lean|ok|faithful|A directed-complete EM has an element a maximal with a perp a; a + a is idempotent; every s <= (a + a)^perp is idempotent. Proof as printed: Zorn on {s ; s perp s}; a non-empty chain D has a supremum s, d perp d' for d, d' in D, so d perp s and then s perp s because addition preserves suprema (OAP 24.1, used for the existence of the sums the print takes from directed completeness). Point 1 (idem_of_perp_maximal): b^2 b^perp + b^2 b^perp <= b gives a + b^2 b^perp self-summable, so b^2 b^perp = 0, (b b^perp)^2 = 0, b b^perp = 0 (OAP 26.2, OAP 18). Point 2 (idem_of_le_perp_maximal): s s^perp + s s^perp <= b (OAP 25, OAP 23), so a + s s^perp is self-summable and s s^perp = 0.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
OAP 57|oap57|Papers/OAP/Embedding.lean|ok|mild|A directed-complete EM is iso to M1 + M2 with M1 a convex directed-complete EM and M2 a complete Boolean algebra (in the form of OAP 47: M2 Boolean, M2 iso P(M2), every subset of P(M2) has a supremum). Proof as printed: a from OAP 56, p = (a + a)^perp, M2 = pM Boolean, M1 = p^perp M halvable by a hence convex (OAP 50), M iso p^perp M + pM (OAP 21); corners inherit directed completeness (corner_directedComplete). The print's "adaptation of Proposition 47 to directed-complete effect monoids" is ours (boolean_dc_isLUB): the supremum of the directed set of finite joins, idempotent because M2 is Boolean.|row added 2026-09-26, proved (OAP §7, Embedding.lean compiled exit 0, no sorry)
